ticket_id,customer_name,subject,description,priority,created_at
CFPB-12466197,CFPB Consumer,Credit reporting or other personal consumer reports - Improper use of your report: Reporting company used your report improperly,"I discovered unauthorized and illegal access to my personal financial data by XXXX XXXX and D.O.G.E., causing me significant concern and distress. It appears that my financial accounts and personal records were accessed without my knowledge or permission, suggesting a serious breach of privacy. I have taken precautions by contacting my financial institution and monitoring my credit reports, but I remain worried about potential identity theft and the misuse of my information. I strongly believe that an investigation is warranted to determine how XXXX XXXX and D.O.G.E. were able to obtain and access my financial records without my authorization.",medium,2025-03-14
CFPB-16915491,CFPB Consumer,Student loan - Dealing with your lender or servicer: Trouble with how payments are being handled,"This loan was taken out with three different schools the XXXX XXXX XXXX in XXXX XXXX, California, Florida XXXX XXXX in XXXX, Florida and XXXX in XXXX XXXX XXXX, XXXX  XXXX : U.S. Department of Education Secondary : Aidvantage Tertiary : Treasury Offset Program Issue : * XX/XX/XXXX CALL * * : * * Operator # In XX/XX/XXXX the IRS For her XXXX tax refund, filed via XXXX XXXX Taxes , the IRS confirmed payment to XXXX XXXX but Plaintiff has not confirmed receipt as of XX/XX/XXXX. On XX/XX/XXXX, IRS Operator # XXXX advised an address update by XX/XX/XXXX, with follow-up by XX/XX/XXXX, if ] * * told me wait 120 days * * knew money was taken in XXXX * * Why wouldnt they just tell me that the money was used as an offset for my federal loans instead of not sending me a notification and advantage not posting it to my account I didnt find out that it was posted into my account so I asked for my tax transcripts or I still wouldnt know I was supposed to call back again There were two more calls made to the IRS XXXX operator number XXXX And Another operator number was XXXX. An operator XXXX Unsure the call date. 
Aidvantage ( XX/XX/XXXX ) : * * NO PAYMENT POSTED * *. 
I only found out via * * IRS transcript * *.

This is * * FRAUD * *, * * DECEPTION * *, and * * DUE PROCESS VIOLATION * * under : - * * 31 U.S.C. 3716 * * ( no notice ) - File date : * * XX/XX/XXXX * *",medium,2025-10-30
CFPB-4586175,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Incorrect information on your report: Account status incorrect","FCRA VIOLATIONS : XXXX XXXX Under dispute Date opened XX/XX/XXXX Balance {$0.00} Status Closed. {$7900.00} written off. 
XXXXXXXX XXXX XXXX XXXX Potentially negative Date opened XX/XX/XXXX Balance {$990.00} Status Account charged off. {$990.00} written off. {$990.00} past due as of XX/XX/XXXX. 
XXXX XXXX XXXXXXXX XXXX Potentially negative Date opened XX/XX/XXXX Balance {$310.00} Status Collection account. {$310.00} past due as of XX/XX/XXXX. 
XXXX XXXX XXXX Potentially negative Date opened XX/XX/XXXX Balance {$4800.00} Status Collection account. {$4800.00} past due as of XX/XX/XXXX. 
XXXX XXXX XXXX XXXX  Potentially negative Date opened XX/XX/XXXX Balance {$2600.00} Status Account charged off. {$800.00} written off. {$1200.00} past due as of XX/XX/XXXX.",medium,2021-07-29
CFPB-8946822,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Account information incorrect,"I am XXXX XXXX, and Im submitting this complaint myself and there is no third party involved. I attached letters to let you know more in detail about what they are reporting in my credit report. They reported inaccurate information in my credit report with inconsistent and untimely dates reported across the three Bureaus, XXXX, Experian, and XXXX.",medium,2024-05-07
CFPB-3339978,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Incorrect information on your report: Information belongs to someone else","Hard Inquiries appearing but not placed b me the following Hard Inquiries were not made by me XXXX XXXX   XXXX, XXXX, XXXX XXXX/XXXX, XXXX XXXX XXXX, and XXXX XXXX XXXX Equifax please provide all methods used to verify this as accurate nd all tools used to verify these accounts as accurate",medium,2019-08-14
CFPB-9631836,CFPB Consumer,Credit card - Getting a credit card: Application denied,"I want to receive pre-approved offers for credit cards from Destiny XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX Mail XXXX XXXX email. Full XXXX XXXX XXXX, XXXX : XX/XX/year>, XXXX : XXXX",medium,2024-07-29
CFPB-11572128,CFPB Consumer,"Money transfer, virtual currency, or money service - Other transaction problem","I am filing a complaint against cashapp. ( Block, inc. ) Due to inadequate customer service and unfair practices, which violates the consumer financial protection act. ( CFPA ). Specifically, cashapp failed to take timely action due to effective measures to prevent and address fraud on their platform, leaving my account vulnerable and unprotected. Furthermore, their dispute resolution process was unfair and deceptive, and they did not comply with error resolution requirements under the electronic fund transfer act ( EFTA ) in regulations E. These actions has caused significant inconvenience and financial loss, and I seek appropriate redress for these violations.",medium,2025-01-17
CFPB-12407349,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Information belongs to someone else,"I have not supplied proof under the doctrine of estoppel by silence, XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXXXXXX XXXX. I pressume that no proof of the alleged debt, nor therefore any such debt, in fact therefore exist.",medium,2025-03-10
CFPB-2894308,CFPB Consumer,Checking or savings account - Managing an account: Problem accessing account,"I hold the durable power of attorney for my aunt who is medically unable to handle her finances and other items. Earlier last year we decided to move all of her banking from XXXX and XXXX XXXX to USAA Federal Savings Bank. This process was extremely difficult because even USAA didn't understand their own process for establishing a power of attorney on a new account. We were forced to deal with the same account lock out situation. After several weeks, the account was set up with the power of attorney and I was able to manage my aunt 's financial obligations. 

Today ( XX/XX/2018 ) when I tried to access her account, I received an error message indicating the account had been locked because contact information was incorrect. This seemed odd as I did not recently provide any contact information. I called the phone number that was provided to unlock the account and was told I would have to call back in several days. They refused to give me any reason for the account lock and hung up on me. 

I understand that sometimes security issues arise but that is no excuse for not notifying the member or their representatives ( as specified in the account details ) that were created when the account was opened that access may be limited during a security review. If USAA doesn't understand their own processes for POA 's on an account, perhaps they should review their policies and procedures and provide remedial training.",medium,2018-05-02
CFPB-11914885,CFPB Consumer,"Money transfer, virtual currency, or money service - Trouble accessing funds in your mobile or digital wallet","XXXX : Invoice was created and sent to customer to take care of payment XXXX : At XXXX payment was processed by customer using "" square '' with a ACH method. 
XXXX : At XXXX squared sent an email requesting MORE information pertaining to me and my business and requested me to upload a ton of personal documentation to support my company and business. 
XXXX : At XXXX I uploaded all required documentation pertaining to my business such EIN #, Driver License, LLC documentation, proof of communication between buyer and I, and much more into the "" Square portal '' XXXX : Received and email at XXXX from Square stating that "" my account was deactivated and that the decision was FINAL '' with no explanation or detail response as to why after I provided all the required documentation. It also stated my money/payment was going to be held with Square for min 90 days '' and offered an option to request a refund to my customer XXXX : I proceeded to call Square directly via phone and spoke to rep who told me she couldn't speak to me and couldn't find my account info and since I was "" deactivated '' she couldn't continue the phone conversation. When asked to speak to a manager she mentioned that its not possible and disconnected the call on me XXXX : Received an email from Square at XXXX stating that my "" invoice payment was paid for {$11000.00} '' from Square and on its way XXXX : Received another email from Square stating that my account now was "" limited not fully deactivated as stated prior '' and that a review of things was happening and continuing XXXX : Received yet another email from Square stating and I quote "" Thanks again for verifying your identity Hi XXXX XXXX XXXX Were happy to let you know that we finished our review and everything looks good. Your account is now fully restored with regular access. 

We know interruptions like this can be frustratingthanks for helping us keep you and your customers safe. 

Youre all set to get back to business. '' End of quote. Naturally this tells me that my account after their internal review stated that my account was good to go and funds should be no issue to be processed and received to me and no longer held by Square themselves. 
XXXX : Square online portal stating that my funds would be transferred on XX/XX/year> which didn't happen or take place. I figured since its a weekend I'll give it until Monday the XXXX and hopefully all will be good and processed. Monday XXXX came and nothing was completed nor was funds deposited into my account as ought to based on my account setup. 
XXXX : Called square yet again on the phone and demanded that i speak to a higher person and they refused to transfer and escalate to a manager to get more answers as to what happened here and status of my funds. Called ended with no resolution XXXX : Called Square yet again as I've gotten no where with this company and their customer service since the communications via email. Finally had someone who gave vague information and told me "" my account is deactivated '' reason why I'm not going to receive my money owe to me BUT yet I received email communication from Square that their review was completed and my account in FACT was in good standing and activated. The rep seemed to be stumped and couldn't answer why I received that communication but she is seeing something different. She had no answers and the call again ended with no resolution. 
XXXX : Called Square back yet another time hoping and praying I get someone willing to assist me professionally and promptly. I got this rep on the phone who stated "" I can assist you with at least processing a REFUND to the customer through the online portal '' as per their policy if one is "" deactivated '' you have 120 days to process a full refund to customer in order for them to pay you a different method other than Square. Well, we were on the phone for 45min trying to process this refund and their system internally would not process this procedure and was giving me errors after errors even with them being on the phone with me to do it. They mentioned that Square would "" escalate '' and give me an email back with resolution with 1-2 days. 
XXXX : 2 days went by and I received absolutely nothing back from Square pertaining to "" ticket # XXXX spoke to XXXX ''. I then proceeded to call back AGAIN to Square on XX/XX/year> asking why hasn't this been resolved and why are they still holding my money XXXX and not allowing me to at min refund my customer so he can pay a different method other than the scammers of Square. The rep mentioned that she saw nothing on her end of the escalation being addressed and gave me a new "" ticket # XXXX name XXXX  ''. At this point Square is giving the run around, mis guided communication, not resolving their internal issues with their systems, and no refund or money has been processed on my behalf. 

I have been impacted financially as this is how I take care of my family and livelihood and have exhausted all efforts to get this resolved. I need immediate resolution as there are tons of complaints and similar people who have been scammed by Square on forums and online. I've provided you in-depth details with time and dates as I've documented phone calls and saved all email communications. Please assist me as this is crushing to a small business owner like myself.",medium,2025-02-03
CFPB-2010398,CFPB Consumer,Debt collection - Improper contact or sharing of info: Contacted me after I asked not to,"Every week for the past 3 weeks, Capital One has called me on my mobile phone asking to speak to my ex-boyfriend ( who I am no longer in contact with ) regarding a "" business matter ''. The first time they called ( XXXX/XXXX/16 ), I explained that I did n't know how to contact him and I asked them to remove my number from their list. They said they got my mobile number from an online database, and they would remove me. The second week ( XXXX/XXXX/16 XXXX, I talked to a different rep from Capital One named XXXX. Again, I told them to remove me from their list and asked why I had n't been removed yet. She said she was a new person assigned to his case and did n't know I had asked to be removed. I told them it was illegal for them to call me more than once after I asked them to stop calling me. They assured me I would be removed from their list and they would n't call again. Today, XXXX, I received yet another call from Capital One looking for my ex-boyfriend, this time from XXXX. I explained that this was the third time I was being contacted, and that it was illegal for them to continue to contact me. The rep said she was just assigned to his case and did n't see any notes about me asking to be removed from the list. I asked to speak to her manager. I spoke to XXXX and explained the situation. She also did not see any notes about me asking to be removed from their database. I told her they were in violation of the Debt Collection Practices Act and that I would be reporting Capital one to the Consumer Financial Protection Bureau. She said she would remove me from the list. I got a direct phone number to the supervisor 's line to use if I received any more calls.",low,2016-07-13
CFPB-9350661,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Information belongs to someone else,"In accordance with the Fair Credit Reporting Act. The List of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681. 

Account Name : STATE OF MI OFFICE XXXX  Account XXXX Account Name : XXXX XXXX XXXX Account Number : XXXX Account Name : XXXX XXXX XXXX Account XXXX Account Name : XXXX  Account XXXX has violated my rights. Or a list of inquiries : 15 U.S.C 1681 section 602 A. States I have the right to privacy. 

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions 15 U.S.C 1681c. ( a ) ( 5 ) Section States : no consumer reporting agency may make any consumer report containing any of the following items of information Any other adverse item of information, other than records of convictions of crimes which antedates the report by more than seven years.

15 U.S.C. 1681s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate.",low,2024-06-26
CFPB-12152399,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Account status incorrect,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, FL XXXX XXXX XX/XX/XXXX ( XXXX ) XXXX TransUnion Consumer Solutions XXXX XXXX XXXX XXXX, PA XXXX Subject : Dispute of Incorrectly Reported Collection Account XXXX XXXX, XXXX Dear TransUnion Dispute Team, I am writing to formally dispute the reporting of a collection account on my credit report. The account in question is with XXXX XXXX, XXXX, and it is being incorrectly reported as open on my credit file. This is inaccurate and should be corrected or removed immediately. 

Under the Fair Credit Reporting Act ( FCRA ), all information on a credit report must be accurate and up to date. Since this collection account is not an open account, its current reporting is incorrect. I am requesting that TransUnion investigate this matter and update my credit report accordingly by either correcting the account status or removing it entirely if the reporting is invalid. 

I have attached the following supporting documents for verification : A copy of my identification A utility bill for address verification A copy of my credit report highlighting the incorrect entry I request a written response confirming the resolution of this matter. Please contact me at ( XXXX ) XXXX or XXXX if further information is needed. 

Thank you for your prompt attention to this issue. 

Sincerely, XXXX XXXX",low,2025-02-20
CFPB-6480416,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Improper use of your report: Reporting company used your report improperly","On XX/XX/2022, letters were sent to each credit bureau reporting agency requesting they verify the accuracy and authenticity of specific negative accounts I found on my credit report. Correspondences were sent certified mail ( see attached ). 

Upon conclusion of their investigations, the inaccuracies still remained on my credit report, causing irreparable harm with my interactions with creditors in trying to obtain loans and lines of credit to start my small business and also to obtain prequalification for a mortgage to purchase my first home. 

The Credit Bureaus stated the accounts were properly investigated but how is it possible that there are still inaccuracies such as Date Opened, Date Last Active and Date Last Reported, no Payment History, and inaccurate comments. This is grounds for removal and they also violated my rights under the follow statute : 15 U.S.C. 1681 sec 602 A - States that I have a right to privacy.

15 U.S.C. Section 604 A Section 2 - States that a consumer reporting agency can not furnish a account without my written permission. 

Also the credit bureaus took more than 30 days to complete their investigation see attach for certified mail tracking info.",low,2023-01-24
CFPB-3810073,CFPB Consumer,Debt collection - Written notification about debt: Didn't receive enough information to verify debt,"Filed dispute with pro collect inc. on XXXX.requested verification under the FDCPA.the following verification requested were as follows : 1.proof that I either owned or were assigned this debt from the creditors. 
2.proof that you have the right to collect this debt in my state. 
3.proof that your company carries a bond. 
4.proof on how your company assessed the outstanding debt. 
5.payment history from the original creditor. 
6.name and address from the original creditor. 
7.copy of the contract bearing my authentic signature. 
35 days has past and I have not received any correspondence.",medium,2020-08-23
CFPB-5051517,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Problem with a credit reporting company's investigation into an existing problem: Their investigation did not fix an error on your report",After obtaining a copy of my consumer report. I seen that they were numerous unauthorized transactions furnished onto my consumer report. I never gave him an information for any of this to be furnished. An so to use my Social Security number an personal information without my consent is fraud an identity theft. I cant believe that this company would furnish these fraudulent inquiries and accounts on my consumer report without even contacting me. Or getting some type of written permission from me. I have to speed of these inquiries and accounts numerous times. These accounts are in violation of my consumer rights. This has caused me XXXX XXXX XXXX XXXX XXXX An caused me to get denied for numerous things which I consider damages.,medium,2021-12-29
CFPB-5730638,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Incorrect information on your report: Account status incorrect","The issue as I see it with all reporting agencies is as follows. 
Once discharged in a bankruptcy XXXX XXXX why are banks and institutions still allowed to keep old late payments and derogatory credit information on my report for XXXX years. Ive already faced the ultimate price and embarrassment of not being able to fulfill my financial obligations and losing everything. As Im sure so many others have faced. 
The complaint is if we have on our reports a Public Record of bankruptcy for all to see for XXXX which also gives us a chance to start again, by clearing a path to make that start. Also legally having no further obligation to the institutions. Why do reporting agencies or the Govt agencies allow the reporting agencies in conjunction with the institutions still show what has been discharged. 
New credit establishments can see the bankruptcy big and bold so they will either work or not with us which is at there discretion and fully understandable. 
So why allow the so-called discharged past of late payment or settled reporting be there after bankruptcy hurting us while Re-establishing doesnt the bankruptcy say it all? 
I realize this is a long statement but need a to be addressed for all not just myself. 

Thank you for your help and time in advance.",low,2022-07-03
CFPB-6323182,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Incorrect information on your report: Information belongs to someone else","I submitted a letter to the 3 Credit Bureaus to discard this suspicious information. I think you have not validated these items in accordance with Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ) ( A ), and I will pursue legal action against them. This was already included in my prior COMPLAINT #, and I'm including it again. 
XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",low,2022-12-16
CFPB-3826793,CFPB Consumer,Checking or savings account - Managing an account: Deposits and withdrawals,"2 weeks after I was laid off from a disgruntled employer on XX/XX/20, she called Bank of America & made a false fraud claim stating all reimbursement, tip & side job checks were stolen which then froze my account on XX/XX/20. 
After multiple calls lasting 2+ hours I finally got someone on the phone that informed me the situation & gave me a claim # & fax # to send my supporting documents which I did, however without any due diligence the claim was closed in the others favor when I called to inquire again on the phone for 2+ hours was told by even the fraud department supervisor that something was off because it was closed without anybody even going through the 150+ page fax so I was told I should open a new claim which I did, then once again I had faxed in supporting documents this time 175+ pages once again claim closed without anybody going through & even looking at fax sent for the second time so I contact the FDIC which forwarded my claim to this branch. 
I was informed my accounts were closed XX/XX/20 by not only tellers & bankers at the branch but over the phone as well. 
On XX/XX/20 a previous claim closed in my favor totaling {$410.00} & change was deposited into my "" closed '' accounts along with my tax return of {$2700.00} that the bank excepted after my account was supposedly closed When I went in the branch to inquire nobody could give me an answer except they have 11 days after account close to accept deposits but the time frame was past Once the bank was contacted in regards to my claim a lady by the name of XXXX XXXX to confirm I made the claim & she instructed me to file yet another claim which i did on XX/XX/20 & spoke with a lady that was just as baffled as I was & notated my file a bunch then once again got the run around then when I called in last week XX/XX/20 I was fortunate to get the same lady I had spoke with in the beginning of the month whom informed me my account was closed without anybody even looking at any fax or notations pertaining to the claim that was fraudulently made out of retaliation. 
In the fine print from bank of America it states anybody that has any problems or questions regarding your account/ bank statements you have 30 days & in some cases 60 days yet bank of America went back 4 months Regardless the fact they initiated a claim past the  allotted stated time frame nobody did any kind of due diligence and compared other employees checks with the ones in question even to payroll but never happened. 
So in the last 4 months my accounts were wrongly frozen over {$10000.00} taken out & awarded to the disgruntled employer nobody actually doing their job & investigating Then my account was i guess oxidant closed as of XX/XX/20 & was told no matter how many claims I open they weren't going to reopen/ relinquish about it because they already made a decision ( without even looking at evidence in the first place ) I want my money back that the bank stole from me",high,2020-09-02
CFPB-5401914,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Incorrect information on your report: Personal information incorrect","I have a XXXX XXXX  car loan, but on my credit report the address they have it's incorrect, I never stayed there. I always stayed at XXXX XXXX XXXX XXXX XXXX XXXX NC XXXX. Plus the loan they have out for the car I don't even have it anymore. 

In accordance with the fair credit reporting act XXXX  Account # XXXX has violated my rights. 

15 U.S.C 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 Section 604 A Section 2 : it also states a consumer reporting agency can not furnish a account without my written instructions.",medium,2022-04-04
CFPB-5613268,CFPB Consumer,"Money transfer, virtual currency, or money service - Fraud or scam","My account was frozen, all my XXXX XXXX asset was taken from my account by Kraken after I made a deposit with the amount, Im losing money because Im not able to sell my UST for market price. Customer service not replying to emails, agents who answer phone calls have no clue. An extremely serious disaster.",medium,2022-05-31
CFPB-13167425,CFPB Consumer,Credit reporting or other personal consumer reports - Problem with a company's investigation into an existing problem: Their investigation did not fix an error on your report,"I have a goal of getting a house as soon as possible but the stuff on my credit report will really put me in trouble, been waiting for the credit bureaus response and its really making me feel XXXX since it seems that theyre not doing anything to resolve my issue. My name is XXXX XXXX and I am filing this complaint for falsely reporting misleading information. There is no third party involved, its me personally who is filling this complaint. Please review the uploaded letters.",low,2025-04-24
CFPB-11589802,CFPB Consumer,Credit reporting or other personal consumer reports - Problem with a company's investigation into an existing problem: Problem with personal statement of dispute,"I am filing a Complaint against Equifax for failing to properly investigate my disputes regarding inaccuracies in my credit report. Despite my submissions, Equifax consistently responds within 24 hours stating the account is accurate, without providing any evidence of a thorough investigation. This practice violates the Fair Credit Reporting Act ( FCRA ), 15 U.S.C. 1681i, which mandates a reasonable investigation of disputes. Furthermore, Equifaxs actions may also contravene the Consumer Financial Protection Act ( CFPA ), 12 U.S.C. 5536 ( a ) ( 1 ) ( A ) - ( B ), as highlighted in the CFPBs recent administrative proceeding. I request that the CFPB take action to ensure Equifax complies with federal law and provides consumers with the necessary proof of investigations.",medium,2025-01-20
CFPB-6155941,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Incorrect information on your report: Information belongs to someone else","Im submitting a complaint to you today to inform you I was the victim of identity theft. I researched on how to remove the fraudulent items in my report and found that I need to visit FEDERAL TRADE COMMISION or https : //www.ftc.gov to file a report and Per FCRA section 605b Credit Reporting Agencies are required to remove/block any items listed on an id theft report. Please find the ATTACHED documents to assist in the blocking of the erroneous information which is being posted to my report. 
Here is the list of items which do not belong to me or were opened without my permission. 
XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX Balance : {$0.00} XXXX XXXX XXXXXXXX Balance : {$0.00} XXXX XXXXXXXX Balance : {$0.00} XXXX XXXX Balance : {$2400.00} XXXX XXXX XXXX ( Original Creditor : XXXX XXXX XXXX ) XXXX Balance XXXX {$780.00} XXXX XXXX XXXX  ( Original Creditor : XXXX XXXX XXXX ) XXXX Balance : {$1000.00} XXXX XXXX XXXX  ( Original Creditor : XXXX XXXX XXXX XXXX ) XXXX Balance : {$1000.00} XXXX XXXX XXXX XXXX Balance : {$480.00} XXXX XXXX XXXX XXXX Balance : {$1000.00} XXXX XXXX XXXX XXXX Balance : {$800.00} XXXX ( Original Creditor : XXXX XXXX XXXX  ) XXXX XXXX XXXX {$610.00} XXXX XXXXXX/XX/XXXX XXXX XXXX XXXX XXXX XX/XX/XXXX XXXX XX/XX/XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  According to FCRA Section 605B ( a ) the CREDIT REPORTING AGENCIES shall block any information in the file of a consumer that the consumer identifies as information that resulted from an alleged identity theft, not later than 4 business days after the date of receipt.",medium,2022-11-02
CFPB-11812778,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Personal information incorrect,"This is my final notice regarding your ongoing noncompliance with federal credit reporting laws. I previously disputed the accuracy and legitimacy of several items on my credit report, yet your agency has failed to act in accordance with the Fair Credit Reporting Act ( FCRA ) and the Fair Debt Collection Practices Act ( FDCPA ).

Your violations include : Failure to validate the debt as required under 15 USC 1692g ( Section 809 ( b ) ).

Continuing communication after a certified cease-and-desist request, violating 15 USC 1692c ( Section 805 ( c ) ).

Harassment under 15 USC 1692d ( Section 806 ). 
Recently, I received notice that your investigation was complete, but the disputed accounts remain on my credit report. These accounts are not only inaccurate but were never authorized by me. No valid contract exists, and I have not provided any written consent for the reporting of these accounts, as required under 15 U.S. Code 1681b.",medium,2025-01-28
CFPB-14821217,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Information belongs to someone else,Could you please take a moment to review and examine the attached documents? I believe your expertise will be invaluable in ensuring their accuracy and completeness. Your feedback and insights would be greatly appreciated. Thank you for your time and consideration in this matter.,medium,2025-07-24
CFPB-7590075,CFPB Consumer,Credit reporting or other personal consumer reports - Improper use of your report: Credit inquiries on your report that you don't recognize,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX I need this information to be completely deleted from my history because it is not mine, it XXXX  me",low,2023-09-22
CFPB-8864676,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Personal information incorrect,I'm really not sure what happened. I have mailed off letters to the credit bureaus continuously and thus far I have not gotten a response. My name is XXXX XXXX XXXX and I am filing this complaint for falsely reporting misleading information. There is no third party involved. Please review the uploaded letters.,medium,2024-04-26
CFPB-15605560,CFPB Consumer,Debt collection - Written notification about debt: Notification didn't disclose it was an attempt to collect a debt,"I understand the importance of removing any incorrect information from my credit report according to FCRA 605B. Could you please review the attached documents? I've observed discrepancies in several accounts, which is quite concerning to me.",medium,2025-08-29
CFPB-10949659,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Account status incorrect,"I am disputing unvalidated late payments on my credit report. Despite my written dispute over XXXX XXXX XXXX you have failed to respond or provide the required validation, which constitutes a direct violation of the Fair Credit Reporting Act. You must immediately remove these disputed late payments from my consumer report.",medium,2024-11-27
CFPB-6736679,CFPB Consumer,Credit card or prepaid card - Getting a credit card: Card opened as result of identity theft or fraud,"On XX/XX/2023, someone opened a credit card account with Bank of America in my name fraudulently. 

I have never received the card, but have begun to receive correspondence from Bank of America referring to the account. 
I have checked my credit reports from XXXX, XXXX and XXXX, and they all 3 have the account on my report. 
The account should have never been opened.",medium,2023-03-22
CFPB-2701627,CFPB Consumer,Mortgage - Closing on a mortgage,Bought a home with gateway mortgage company. The home needed few repairs .Was given a XXXX loan and {$31000.00} towards repair .Gateway give the contractor to us even when we refused the contractor they insist we have to have repair done by recommended contractor. Contractor got money no repair done up to now ripped home apart has not comeback and got money from gateway has not get the job done.we have no place to cook for our kids and we already paid one month mortgage and still no contractor.,medium,2017-10-14
CFPB-1830363,CFPB Consumer,Credit card - Delinquent account,This account with hsbc still double report on my credit reports XXXX Is over 8 years that I made my last payment and they still reporting it. If they ca n't send me a debt validation then take this off my credit reports. And they have XXXX as their collection agency and they are reporting it too. It was paid in full to XXXX.,medium,2016-03-14
CFPB-5744020,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Incorrect information on your report: Account information incorrect","I have sent this collections creditor two letters asking for full validation of the debt that they are trying to collect from me and reporting against me on the credit reports. I have a right to understand the charges being held against me. To date, I've yet to receive any answer, but yet they are allowed to be reporting against me on the credit report, whether the information is right or wrong.",medium,2022-07-07
CFPB-2699171,CFPB Consumer,Checking or savings account - Problem caused by your funds being low: Overdrafts and overdraft fees,"On XX/XX/XXXX I had a bal in my checking account of {$120.00}. On XX/XX/XXXX l checked account again and it showed negative {$400.00}. The pending transactions were a {$75.00} and {$450.00} auto payments. The {$75.00} payment was pending 1st and {$450.00} payment 2nd. I made arrangements to transfer {$400.00} into my account to cover amount short.. This morning XX/XX/XXXX checked bal and it showed {$400.00} deposit pending because it arrived after midnight, but they reversed the order of the 2 automatics and charged me two {$34.00} overdraft fees. When I called Chase bank to correct problem and at least refund the od fee for the {$75.00} payment, they refused stating it was there policy to pay the higher amt check first, advised her that the policy did no benefit me in any way, but allowed them to charge and extra od fee on my account. When I advised her that I had a screen shot showing the {$75.00} pmt pending 1st and the funds were there to cover it, she said did not matter because it was there policy to post larger amt Please help. Thanks XXXX XXXX XXXX",high,2017-10-11
